date,need_kwh,charger_kw,hours_exact,best_mean_intensity,worst_mean_intensity,best_kg,worst_kg,saving_kg,saving_pct
2025-07-20,10.0,7.0,1.4285714285714286,592.3361206261783,592.3361206261783,5.923361206261783,5.923361206261783,0.0,0.0
2025-07-21,10.0,7.0,1.4285714285714286,495.5527000849903,495.5527000849903,4.955527000849903,4.955527000849903,0.0,0.0
2025-07-22,10.0,7.0,1.4285714285714286,504.3171906318893,504.3171906318893,5.043171906318893,5.043171906318893,0.0,0.0
2025-07-23,10.0,7.0,1.4285714285714286,561.9085443354936,561.9085443354936,5.619085443354936,5.619085443354936,0.0,0.0
2025-07-24,10.0,7.0,1.4285714285714286,546.7065715483061,546.7065715483061,5.46706571548306,5.46706571548306,0.0,0.0
2025-07-25,10.0,7.0,1.4285714285714286,531.1823681049007,531.1823681049007,5.311823681049007,5.311823681049007,0.0,0.0
2025-07-26,10.0,7.0,1.4285714285714286,563.3954368828929,563.3954368828929,5.633954368828928,5.633954368828928,0.0,0.0
2025-07-27,10.0,7.0,1.4285714285714286,527.9884457422056,527.9884457422056,5.279884457422057,5.279884457422057,0.0,0.0
2025-07-28,10.0,7.0,1.4285714285714286,534.7557366203297,534.7557366203297,5.347557366203296,5.347557366203296,0.0,0.0
2025-07-29,10.0,7.0,1.4285714285714286,633.4006516052501,633.4006516052501,6.334006516052501,6.334006516052501,0.0,0.0
2025-07-30,10.0,7.0,1.4285714285714286,618.5206673802203,618.5206673802203,6.185206673802203,6.185206673802203,0.0,0.0
2025-07-31,10.0,7.0,1.4285714285714286,595.0451997134903,595.0451997134903,5.950451997134904,5.950451997134904,0.0,0.0
2025-08-01,10.0,7.0,1.4285714285714286,632.2575970054571,632.2575970054571,6.322575970054571,6.322575970054571,0.0,0.0
2025-08-02,10.0,7.0,1.4285714285714286,601.7884933256072,601.7884933256072,6.017884933256072,6.017884933256072,0.0,0.0
2025-08-03,10.0,7.0,1.4285714285714286,531.2214367454123,531.2214367454123,5.312214367454124,5.312214367454124,0.0,0.0
2025-08-04,10.0,7.0,1.4285714285714286,493.0417203894843,493.0417203894843,4.930417203894843,4.930417203894843,0.0,0.0
2025-08-05,10.0,7.0,1.4285714285714286,499.2817495261127,499.2817495261127,4.992817495261127,4.992817495261127,0.0,0.0
2025-08-06,10.0,7.0,1.4285714285714286,542.2250892877307,542.2250892877307,5.422250892877308,5.422250892877308,0.0,0.0
2025-08-07,10.0,7.0,1.4285714285714286,612.1729944878485,612.1729944878485,6.121729944878485,6.121729944878485,0.0,0.0
2025-08-08,10.0,7.0,1.4285714285714286,594.2508991388029,594.2508991388029,5.94250899138803,5.94250899138803,0.0,0.0
2025-08-09,10.0,7.0,1.4285714285714286,593.0099025361883,593.0099025361883,5.930099025361883,5.930099025361883,0.0,0.0
2025-08-10,10.0,7.0,1.4285714285714286,583.1731369284904,583.1731369284904,5.8317313692849035,5.8317313692849035,0.0,0.0
2025-08-11,10.0,7.0,1.4285714285714286,544.8772517514323,544.8772517514323,5.448772517514322,5.448772517514322,0.0,0.0
2025-08-12,10.0,7.0,1.4285714285714286,573.4724257498449,573.4724257498449,5.734724257498448,5.734724257498448,0.0,0.0
2025-08-13,10.0,7.0,1.4285714285714286,621.014379314443,621.014379314443,6.21014379314443,6.21014379314443,0.0,0.0
2025-08-14,10.0,7.0,1.4285714285714286,569.191179060156,569.191179060156,5.6919117906015595,5.6919117906015595,0.0,0.0
2025-08-15,10.0,7.0,1.4285714285714286,511.0793875028141,511.0793875028141,5.110793875028141,5.110793875028141,0.0,0.0
2025-08-16,10.0,7.0,1.4285714285714286,530.5038443514267,530.5038443514267,5.305038443514267,5.305038443514267,0.0,0.0
2025-08-17,10.0,7.0,1.4285714285714286,565.7227202521258,565.7227202521258,5.657227202521258,5.657227202521258,0.0,0.0
2025-08-18,10.0,7.0,1.4285714285714286,560.9931691995711,560.9931691995711,5.609931691995711,5.609931691995711,0.0,0.0
2025-08-19,10.0,7.0,1.4285714285714286,562.7201785057147,562.7201785057147,5.627201785057147,5.627201785057147,0.0,0.0
2025-08-20,10.0,7.0,1.4285714285714286,554.2145865189502,554.2145865189502,5.542145865189503,5.542145865189503,0.0,0.0
2025-08-21,10.0,7.0,1.4285714285714286,564.1385266749188,564.1385266749188,5.641385266749189,5.641385266749189,0.0,0.0
2025-08-22,10.0,7.0,1.4285714285714286,558.9998541027439,558.9998541027439,5.589998541027439,5.589998541027439,0.0,0.0
2025-08-23,10.0,7.0,1.4285714285714286,569.0693884630393,569.0693884630393,5.6906938846303925,5.6906938846303925,0.0,0.0
2025-08-24,10.0,7.0,1.4285714285714286,573.8644035741398,573.8644035741398,5.738644035741398,5.738644035741398,0.0,0.0
2025-08-25,10.0,7.0,1.4285714285714286,530.3425818795961,530.3425818795961,5.303425818795961,5.303425818795961,0.0,0.0
2025-08-26,10.0,7.0,1.4285714285714286,495.5720986745659,495.5720986745659,4.955720986745659,4.955720986745659,0.0,0.0
2025-08-27,10.0,7.0,1.4285714285714286,445.7221656189131,445.7221656189131,4.457221656189131,4.457221656189131,0.0,0.0
2025-08-28,10.0,7.0,1.4285714285714286,434.4671870852204,434.4671870852204,4.344671870852204,4.344671870852204,0.0,0.0
2025-08-29,10.0,7.0,1.4285714285714286,427.5981835743431,427.5981835743431,4.275981835743432,4.275981835743432,0.0,0.0
2025-08-30,10.0,7.0,1.4285714285714286,264.70870080012907,614.8466298417444,2.6470870080012907,6.148466298417444,3.501379290416153,56.947198219454734
2025-08-31,10.0,7.0,1.4285714285714286,257.4618200252266,684.4213229162408,2.574618200252266,6.844213229162407,4.269595028910141,62.38255422431735
2025-09-01,10.0,7.0,1.4285714285714286,341.4966880907745,743.4849966778711,3.414966880907745,7.434849966778711,4.0198830858709655,54.06811305988809
2025-09-02,10.0,7.0,1.4285714285714286,290.09842395647945,759.046233304948,2.900984239564795,7.590462333049481,4.689478093484686,61.78119181313006
2025-09-03,10.0,7.0,1.4285714285714286,257.9859890072807,635.9493535040472,2.579859890072807,6.359493535040472,3.779633644967665,59.432934779194035
2025-09-04,10.0,7.0,1.4285714285714286,240.0952353193498,656.354326406038,2.4009523531934978,6.56354326406038,4.162590910866882,63.4198746530665
2025-09-05,10.0,7.0,1.4285714285714286,258.6403076695323,682.6259342082953,2.586403076695323,6.826259342082953,4.23985626538763,62.11097546865084
2025-09-06,10.0,7.0,1.4285714285714286,251.05697540177158,570.7863646881609,2.5105697540177156,5.707863646881609,3.1972938928638936,56.015596914454655
2025-09-07,10.0,7.0,1.4285714285714286,264.45221021281066,555.1400812920924,2.6445221021281067,5.5514008129209245,2.906878710792818,52.36297663874381
2025-09-08,10.0,7.0,1.4285714285714286,232.2676616094662,585.1882751685615,2.322676616094662,5.851882751685616,3.529206135590954,60.308900320574224
2025-09-09,10.0,7.0,1.4285714285714286,308.90628635938714,673.3925973670162,3.0890628635938713,6.7339259736701615,3.6448631100762903,54.126866323268274
2025-09-10,10.0,7.0,1.4285714285714286,491.8430301727133,697.3708905904978,4.918430301727133,6.973708905904978,2.055278604177845,29.471815240775832
2025-09-11,10.0,7.0,1.4285714285714286,486.3575236163065,628.5687634227787,4.863575236163065,6.285687634227787,1.422112398064722,22.624611352317576
2025-09-12,10.0,7.0,1.4285714285714286,438.8287666700327,678.9331411111435,4.388287666700327,6.789331411111435,2.4010437444111083,35.364951259877444
2025-09-13,10.0,7.0,1.4285714285714286,424.0690664465506,720.803610723185,4.2406906644655065,7.20803610723185,2.9673454427663435,41.16718338562698
2025-09-14,10.0,7.0,1.4285714285714286,407.6819266733458,650.7646174775197,4.076819266733458,6.507646174775196,2.4308269080417384,37.35339695424836
2025-06-17,10.0,50.0,0.2,576.194015013377,576.194015013377,5.7619401501337695,5.7619401501337695,0.0,0.0
2025-06-18,10.0,50.0,0.2,603.6027392293427,603.6027392293427,6.036027392293427,6.036027392293427,0.0,0.0
2025-06-19,10.0,50.0,0.2,575.2226011667974,575.2226011667974,5.7522260116679735,5.7522260116679735,0.0,0.0
2025-06-20,10.0,50.0,0.2,603.728092060614,603.728092060614,6.03728092060614,6.03728092060614,0.0,0.0
2025-06-21,10.0,50.0,0.2,584.7569085928195,584.7569085928195,5.847569085928195,5.847569085928195,0.0,0.0
2025-06-22,10.0,50.0,0.2,532.7594658824898,532.7594658824898,5.327594658824899,5.327594658824899,0.0,0.0
2025-06-23,10.0,50.0,0.2,487.5670829522433,487.5670829522433,4.875670829522433,4.875670829522433,0.0,0.0
